Customer ID,recency,frequency,monetary,cluster
12490.0,4.0,21,9823.64,0
12491.0,38.0,1,460.4,0
12492.0,62.0,3,715.21,0
12493.0,165.0,2,433.74,0
12494.0,15.0,9,1872.87,0
12495.0,640.0,1,357.4,1
12496.0,619.0,2,54.09,1
12497.0,81.0,3,6248.5,0
12498.0,20.0,3,403.7,0
12499.0,559.0,1,393.72,1
12500.0,22.0,19,5955.21,0
12501.0,336.0,1,2169.39,1
12502.0,95.0,5,3723.87,0
12503.0,583.0,1,1126.0,1
12504.0,17.0,4,779.05,0
12505.0,408.0,1,955.2,1
12506.0,232.0,1,73.5,0
12507.0,133.0,4,1844.06,0
12508.0,25.0,2,398.27,0
12509.0,283.0,1,176.5,1
12510.0,142.0,9,5178.02,0
12511.0,428.0,1,3084.02,1
12512.0,65.0,2,138.03,0
12513.0,112.0,1,612.29,0
12514.0,266.0,2,1597.76,1
12515.0,352.0,1,383.7,1
12516.0,77.0,4,2648.62,0
12517.0,27.0,5,2502.84,0
12518.0,0.0,5,2056.89,0
12519.0,63.0,2,726.54,0
12520.0,78.0,5,2634.26,0
12521.0,142.0,1,599.68,0
12522.0,38.0,2,192.72,0
12523.0,18.0,23,4372.15,0
12524.0,8.0,17,11126.11,0
12525.0,497.0,3,973.73,1
12526.0,0.0,3,1316.66,0
12527.0,81.0,5,735.51,0
12528.0,8.0,6,1933.48,0
12529.0,527.0,1,316.48,1
12530.0,59.0,9,3759.26,0
12531.0,14.0,2,1933.2,0
12532.0,29.0,1,349.83,0
12533.0,627.0,2,1367.89,1
12534.0,130.0,1,1089.18,0
12535.0,91.0,2,716.35,0
12536.0,42.0,3,12601.83,0
12537.0,408.0,1,732.94,1
12538.0,28.0,2,640.45,0
12539.0,21.0,7,11214.75,0
12540.0,19.0,33,22254.49,0
12541.0,29.0,3,981.18,0
12542.0,483.0,2,481.88,1
12543.0,447.0,1,980.25,1
12544.0,35.0,1,372.7,0
12545.0,74.0,2,1000.39,0
12546.0,46.0,2,1161.5,0
12547.0,197.0,3,383.58,0
12548.0,165.0,1,95.2,0
12549.0,575.0,6,1575.68,1
12550.0,78.0,1,964.83,0
12551.0,357.0,1,168.0,1
12552.0,38.0,2,437.82,0
12553.0,7.0,12,4608.75,0
12554.0,448.0,1,468.5,1
12555.0,681.0,1,129.23,1
12556.0,49.0,2,603.71,0
12557.0,15.0,8,18716.14,0
12558.0,7.0,1,269.96,0
12559.0,310.0,2,561.71,1
12560.0,4.0,3,2134.01,0
12561.0,302.0,1,238.85,1
12562.0,7.0,9,4966.92,0
12563.0,408.0,1,249.24,1
12564.0,260.0,1,456.9,1
12565.0,288.0,1,145.92,1
12566.0,85.0,1,351.65,0
12567.0,22.0,15,13709.86,0
12568.0,644.0,1,70.0,1
12569.0,1.0,32,4124.69,0
12570.0,681.0,1,77.52,1
12571.0,39.0,2,519.61,0
12572.0,8.0,2,1020.42,0
12573.0,226.0,5,717.41,0
12574.0,315.0,1,218.45,1
12575.0,456.0,2,622.82,1
12576.0,35.0,8,2142.72,0
12577.0,34.0,8,1653.75,0
12578.0,20.0,4,4642.45,0
12579.0,77.0,1,440.42,0
12580.0,246.0,2,1052.9,0
12581.0,39.0,1,197.71,0
12582.0,238.0,4,1980.4,0
12583.0,2.0,27,14447.44,0
12584.0,3.0,9,2338.15,0
12585.0,233.0,2,2040.1,0
12586.0,16.0,4,2062.67,0
12587.0,7.0,1,144.0,0
12588.0,38.0,4,958.78,0
12589.0,28.0,8,4695.66,0
12590.0,210.0,2,9864.26,0
12591.0,316.0,3,1352.15,1
12592.0,91.0,5,2582.66,0
12593.0,108.0,3,418.1,0
12594.0,37.0,15,5090.11,0
12595.0,504.0,1,299.02,1
12596.0,50.0,2,618.27,0
12597.0,18.0,4,3811.22,0
12598.0,9.0,11,4534.09,0
12599.0,28.0,13,2296.72,0
12600.0,28.0,21,5043.92,0
12601.0,189.0,6,681.26,0
12602.0,58.0,1,153.12,0
12603.0,21.0,1,739.2,0
12604.0,78.0,2,254.18,0
12605.0,375.0,4,1232.95,1
12606.0,681.0,1,21.0,1
12607.0,59.0,1,1579.51,0
12608.0,404.0,1,415.79,1
12609.0,77.0,9,3435.86,0
12610.0,22.0,5,2099.54,0
12611.0,51.0,1,1193.32,0
12612.0,73.0,1,704.04,0
12613.0,56.0,10,6835.07,0
12614.0,277.0,1,315.6,1
12615.0,1.0,8,5740.98,0
12616.0,94.0,3,1131.1,0
12617.0,28.0,1,355.53,0
12618.0,21.0,1,177.31,0
12619.0,15.0,10,3781.38,0
12620.0,14.0,3,1339.41,0
12621.0,1.0,35,24775.81,0
12622.0,231.0,1,180.1,0
12623.0,275.0,7,3747.84,1
12624.0,105.0,2,641.13,0
12625.0,211.0,4,5164.88,0
12626.0,22.0,9,6620.48,0
12627.0,10.0,7,4478.53,0
12628.0,3.0,3,786.46,0
12629.0,385.0,2,1558.22,1
12630.0,9.0,2,1270.88,0
12631.0,56.0,6,3481.57,0
12632.0,520.0,2,804.88,1
12633.0,58.0,7,5678.16,0
12634.0,535.0,2,490.0,1
12635.0,89.0,4,2930.41,0
12636.0,738.0,1,141.0,1
12637.0,66.0,12,8340.31,0
12638.0,32.0,2,921.49,0
12639.0,238.0,3,1312.37,0
12640.0,23.0,3,1174.58,0
12641.0,114.0,1,185.9,0
12642.0,24.0,3,1013.26,0
12643.0,127.0,12,8350.42,0
12644.0,129.0,4,1918.49,0
12645.0,33.0,8,3539.3,0
12646.0,4.0,2,1346.97,0
12647.0,21.0,36,17924.35,0
12648.0,154.0,4,1112.0,0
12649.0,106.0,8,2294.65,0
12650.0,2.0,1,314.44,0
12651.0,334.0,4,377.75,1
12652.0,330.0,2,1017.03,1
12653.0,148.0,3,4160.83,0
12654.0,10.0,5,601.98,0
12655.0,423.0,1,261.35,1
12656.0,16.0,8,6407.83,0
12657.0,10.0,4,1643.18,0
12658.0,18.0,1,686.05,0
12659.0,29.0,1,91.68,0
12660.0,10.0,1,245.1,0
12661.0,435.0,1,162.0,1
12662.0,0.0,20,6988.02,0
12663.0,624.0,2,239.4,1
12664.0,7.0,11,6070.04,0
12665.0,324.0,3,313.6,1
12666.0,393.0,1,1248.42,1
12667.0,57.0,1,620.13,0
12668.0,11.0,10,11444.68,0
12669.0,150.0,3,2744.03,0
12670.0,9.0,7,3760.29,0
12671.0,605.0,1,2622.481,1
12672.0,329.0,2,437.05,1
12673.0,4.0,3,1230.02,0
12674.0,38.0,4,1970.6,0
12675.0,553.0,2,958.5,1
12676.0,24.0,11,2843.09,0
12677.0,554.0,2,395.1,1
12678.0,41.0,21,34281.18,0
12679.0,58.0,4,1113.02,0
12680.0,0.0,4,880.81,0
12681.0,14.0,45,30868.28,0
12682.0,3.0,52,24033.91,0
12683.0,3.0,21,12696.78,0
12684.0,7.0,7,2283.63,0
12685.0,27.0,6,2863.08,0
12686.0,371.0,1,178.28,1
12687.0,480.0,2,2138.91,1
12688.0,113.0,1,4873.81,0
12689.0,25.0,2,1247.61,0
12690.0,205.0,1,389.01,0
12691.0,27.0,7,1170.4,0
12692.0,636.0,1,110.95,1
12693.0,126.0,7,1703.02,0
12694.0,69.0,3,1843.35,0
12695.0,6.0,7,1407.12,0
12696.0,434.0,2,851.91,1
12697.0,28.0,3,957.59,0
12698.0,589.0,1,339.75,1
12699.0,417.0,1,638.11,1
12700.0,7.0,4,4939.99,0
12701.0,79.0,6,2446.41,0
12702.0,19.0,1,219.0,0
12703.0,70.0,4,1006.53,0
12704.0,6.0,8,2340.84,0
12705.0,14.0,14,11762.1,0
12707.0,291.0,1,603.42,1
12708.0,29.0,18,5314.1,0
12709.0,14.0,34,31093.34,0
12710.0,96.0,3,1149.02,0
12711.0,611.0,2,1339.05,1
12712.0,28.0,21,7193.66,0
12713.0,0.0,1,848.55,0
12714.0,8.0,12,14093.71,0
12715.0,105.0,1,353.86,0
12716.0,3.0,2,1053.49,0
12717.0,150.0,3,1308.91,0
12718.0,70.0,1,238.25,0
12719.0,4.0,2,644.95,0
12720.0,2.0,30,8260.67,0
12721.0,31.0,8,4013.08,0
12722.0,84.0,4,997.63,0
12723.0,3.0,5,725.07,0
12724.0,4.0,7,2317.52,0
12725.0,370.0,4,2694.56,1
12726.0,27.0,11,4014.6,0
12727.0,10.0,10,5679.53,0
12728.0,70.0,5,1070.17,0
12729.0,113.0,1,453.01,0
12730.0,521.0,1,829.25,1
12731.0,23.0,17,25775.71,0
12732.0,179.0,1,236.26,0
12733.0,233.0,4,2424.87,0
12734.0,352.0,3,639.65,1
12735.0,314.0,2,779.57,1
12736.0,332.0,1,234.0,1
12737.0,498.0,2,3710.5,1
12738.0,371.0,1,310.7,1
12739.0,77.0,4,2726.73,0
12740.0,63.0,1,427.6,0
12741.0,528.0,2,406.07,1
12742.0,625.0,1,1201.52,1
12743.0,133.0,2,546.43,0
12744.0,51.0,11,25317.06,0
12745.0,486.0,3,925.41,1
12746.0,540.0,1,254.55,1
12747.0,1.0,26,9276.54,0
12748.0,0.0,337,56599.39,2
12749.0,3.0,9,6897.36,0
12750.0,128.0,1,275.88,0
12751.0,444.0,1,268.27,1
12752.0,80.0,1,4366.78,0
12753.0,22.0,6,21429.39,0
12754.0,235.0,3,3010.74,0
12755.0,280.0,11,9030.66,0
12756.0,86.0,1,112.08,0
12757.0,15.0,13,7857.1,0
12758.0,116.0,7,9903.24,0
12759.0,51.0,8,5020.74,0
12760.0,455.0,1,347.8,1
12761.0,457.0,2,782.95,1
12762.0,7.0,2,1898.52,0
12763.0,137.0,2,814.16,0
12764.0,316.0,1,1693.88,1
12765.0,471.0,6,1404.58,1
12766.0,3.0,9,10068.28,0
12767.0,375.0,1,949.82,1
12768.0,450.0,1,168.69,1
12769.0,238.0,1,1143.6,0
12770.0,210.0,2,3246.45,0
12771.0,485.0,1,282.3,1
12772.0,59.0,1,892.47,0
12773.0,563.0,1,124.25,1
12774.0,535.0,1,98.7,1
12775.0,16.0,7,1686.12,0
12776.0,667.0,1,55.5,1
12777.0,457.0,1,519.45,1
12778.0,19.0,9,1775.68,0
12779.0,37.0,14,6722.27,0
12780.0,598.0,1,337.4,1
12781.0,63.0,2,826.74,0
12782.0,4.0,11,4618.24,0
12783.0,1.0,6,2225.91,0
12784.0,8.0,3,1804.75,0
12785.0,363.0,3,1100.4,1
12786.0,609.0,1,728.5,1
12787.0,9.0,4,862.18,0
12788.0,462.0,4,444.9,1
12789.0,64.0,3,273.35,0
12790.0,191.0,2,591.85,0
12791.0,373.0,6,1056.11,1
12792.0,256.0,2,827.01,1
12793.0,334.0,3,1017.33,1
12794.0,52.0,2,860.41,0
12795.0,18.0,1,430.48,0
12796.0,627.0,1,381.0,1
12797.0,365.0,2,806.11,1
12798.0,9.0,4,8510.93,0
12799.0,528.0,1,219.35,1
12800.0,469.0,3,584.25,1
12801.0,500.0,1,1071.82,1
12802.0,186.0,7,2416.42,0
12803.0,392.0,1,1092.81,1
12804.0,465.0,2,327.02,1
12805.0,381.0,4,1434.95,1
12806.0,434.0,4,2878.96,1
12807.0,382.0,1,330.35,1
12808.0,36.0,5,906.1,0
12809.0,177.0,3,1755.94,0
12810.0,534.0,2,534.99,1
12811.0,260.0,5,1033.9,0
12812.0,44.0,1,229.64,0
12813.0,501.0,3,1687.8,1
12814.0,101.0,1,125.92,0
12815.0,147.0,2,1063.46,0
12816.0,95.0,2,572.2,0
12817.0,280.0,3,690.98,1
12818.0,261.0,1,1542.08,1
12819.0,457.0,1,540.52,1
12820.0,2.0,11,2689.52,0
12821.0,213.0,2,220.8,0
12822.0,70.0,2,948.88,0
12823.0,74.0,18,6501.5,0
12824.0,59.0,1,397.12,0
12825.0,520.0,2,518.63,1
12826.0,2.0,12,2955.75,0
12827.0,5.0,3,430.15,0
12828.0,2.0,6,1018.71,0
12829.0,336.0,3,385.3,1
12830.0,37.0,6,6814.64,0
12831.0,261.0,3,451.11,1
12832.0,31.0,2,383.03,0
12833.0,144.0,1,417.38,0
12834.0,282.0,1,312.38,1
12835.0,427.0,41,6043.31,1
12836.0,58.0,15,6585.62,0
12837.0,172.0,2,688.41,0
12838.0,33.0,10,3398.48,0
12839.0,2.0,26,10071.73,0
12840.0,143.0,7,4041.97,0
12841.0,4.0,40,7540.68,0
12842.0,69.0,4,1917.99,0
12843.0,65.0,30,6588.41,0
12844.0,28.0,4,648.6,0
12845.0,266.0,4,354.09,1
12846.0,681.0,1,15.58,1
12847.0,21.0,2,1636.9,0
12848.0,675.0,1,208.0,1
12849.0,30.0,6,3090.56,0
12850.0,445.0,1,330.0,1
12851.0,96.0,2,284.13,0
12852.0,294.0,1,311.55,1
12853.0,134.0,11,3907.5,0
12854.0,78.0,7,2994.02,0
12855.0,372.0,4,650.94,1
12856.0,7.0,6,2179.93,0
12857.0,210.0,6,3688.0,0
12858.0,382.0,1,177.92,1
12859.0,458.0,1,575.1,1
12860.0,692.0,1,55.47,1
12861.0,619.0,1,68.25,1
12862.0,425.0,2,1008.32,1
12863.0,51.0,6,2792.55,0
12864.0,137.0,2,299.57,0
12865.0,25.0,4,3323.47,0
12866.0,282.0,3,1227.35,1
12867.0,25.0,13,7913.29,0
12868.0,185.0,8,2247.06,0
12869.0,681.0,1,337.67,1
12870.0,374.0,3,1676.95,1
12871.0,83.0,3,744.02,0
12872.0,326.0,12,3685.49,1
12873.0,281.0,3,2027.3,1
12874.0,384.0,2,948.42,1
12875.0,142.0,5,1356.99,0
12876.0,57.0,4,4081.79,0
12877.0,3.0,20,2955.17,0
12878.0,235.0,2,854.99,0
12879.0,44.0,3,573.22,0
12880.0,381.0,2,640.13,1
12881.0,275.0,1,298.0,1
12882.0,8.0,2,1463.04,0
12883.0,24.0,4,703.47,0
12884.0,87.0,1,309.05,0
12885.0,62.0,3,1175.22,0
12886.0,67.0,2,1378.4,0
12887.0,383.0,1,222.4,1
12888.0,213.0,2,354.12,0
12889.0,380.0,4,385.46,1
12890.0,23.0,2,717.27,0
12891.0,185.0,11,840.5,0
12892.0,396.0,1,263.38,1
12893.0,30.0,1,188.14,0
12894.0,574.0,1,157.35,1
12895.0,41.0,2,372.8,0
12897.0,204.0,4,514.25,0
12898.0,463.0,2,310.96,1
12899.0,413.0,1,366.4,1
12900.0,421.0,1,340.33,1
12901.0,8.0,28,17654.54,0
12902.0,264.0,1,138.68,1
12903.0,428.0,1,833.53,1
12904.0,17.0,2,509.58,0
12905.0,576.0,2,1018.42,1
12906.0,11.0,5,2919.81,0
12907.0,395.0,2,508.91,1
12908.0,175.0,5,1776.0,0
12909.0,39.0,8,3103.19,0
12910.0,22.0,13,5796.52,0
12911.0,551.0,1,1680.47,1
12912.0,2.0,5,1662.3,0
12913.0,4.0,13,6700.86,0
12914.0,400.0,1,223.98,1
12915.0,148.0,4,1174.75,0
12916.0,138.0,7,4654.02,0
12917.0,127.0,6,4359.2,0
12918.0,625.0,1,10953.5,1
12919.0,7.0,6,1335.19,0
12920.0,16.0,4,488.09,0
12921.0,8.0,74,35921.04,0
12922.0,160.0,1,405.38,0
12923.0,63.0,3,789.87,0
12924.0,87.0,12,2469.4,0
12925.0,4.0,3,729.33,0
12926.0,410.0,4,1548.46,1
12927.0,394.0,1,197.31,1
12928.0,34.0,12,4304.89,0
12929.0,311.0,1,117.85,1
12930.0,77.0,2,415.8,0
12931.0,21.0,57,92347.34,0
12932.0,538.0,8,1698.56,1
12933.0,23.0,8,1687.03,0
12934.0,736.0,1,181.65,1
12935.0,1.0,15,4243.86,0
12936.0,16.0,4,1063.9,0
12937.0,14.0,9,3097.61,0
12938.0,25.0,1,114.14,0
12939.0,63.0,20,25264.8,0
12940.0,54.0,2,913.54,0
12941.0,723.0,1,377.49,1
12942.0,130.0,3,942.65,0
12943.0,557.0,2,496.5,1
12944.0,35.0,2,604.51,0
12945.0,287.0,2,900.11,1
12946.0,436.0,1,324.45,1
12947.0,143.0,6,1908.03,0
12948.0,15.0,9,2317.43,0
12949.0,30.0,22,15526.7,0
12950.0,1.0,3,1843.0,0
12951.0,8.0,15,3213.72,0
12952.0,5.0,4,1387.79,0
12953.0,9.0,2,828.81,0
12954.0,638.0,1,162.45,1
12955.0,0.0,11,4757.16,0
12956.0,305.0,4,521.89,1
12957.0,9.0,13,8706.97,0
12958.0,399.0,2,539.49,1
12959.0,483.0,1,150.95,1
12960.0,413.0,4,1322.07,1
12961.0,378.0,1,211.99,1
12962.0,6.0,2,266.39,0
12963.0,7.0,12,3601.59,0
12964.0,436.0,1,132.24,1
12965.0,88.0,1,771.91,0
12966.0,9.0,1,160.18,0
12967.0,357.0,3,4306.92,1
12968.0,111.0,1,135.95,0
12969.0,602.0,1,122.45,1
12970.0,6.0,10,1524.97,0
12971.0,3.0,116,15972.79,0
12972.0,413.0,4,1161.2,1
12973.0,413.0,1,385.55,1
12974.0,197.0,2,408.95,0
12975.0,436.0,6,2100.09,1
12976.0,211.0,8,3156.38,0
12977.0,155.0,4,517.63,0
12978.0,384.0,5,2502.82,1
12979.0,728.0,1,517.7,1
12980.0,157.0,21,16245.78,0
12981.0,29.0,2,372.22,0
12982.0,242.0,8,2744.81,0
12983.0,597.0,1,490.08,1
12984.0,18.0,1,97.5,0
12985.0,0.0,2,1239.38,0
12986.0,428.0,10,2729.84,1
12987.0,73.0,5,1312.21,0
12988.0,291.0,1,535.32,1
12989.0,2.0,33,13551.75,0
12990.0,30.0,7,955.5,0
12991.0,22.0,3,764.82,0
12992.0,724.0,1,93.35,1
12993.0,22.0,8,1259.63,0
12994.0,3.0,3,974.42,0
12995.0,84.0,1,211.32,0
12996.0,375.0,1,355.5,1
12997.0,21.0,8,2110.91,0
12998.0,492.0,3,920.08,1
12999.0,195.0,3,455.88,0
13000.0,106.0,4,1032.5,0
13001.0,3.0,33,24172.1,0
13002.0,317.0,3,414.13,1
13003.0,105.0,3,149.05,0
13004.0,11.0,36,11650.85,0
13005.0,173.0,4,999.68,0
13006.0,55.0,1,81.57,0
13007.0,579.0,1,175.25,1
13008.0,322.0,3,612.13,1
13009.0,672.0,1,234.0,1
13010.0,373.0,2,330.12,1
13011.0,371.0,1,101.1,1
13012.0,8.0,11,2972.83,0
13013.0,0.0,29,12625.77,0
13014.0,10.0,11,5381.08,0
13015.0,52.0,11,6586.42,0
13016.0,72.0,3,789.89,0
13017.0,6.0,1,204.0,0
13018.0,15.0,35,9763.16,0
13019.0,378.0,6,1229.95,1
13020.0,562.0,2,618.96,1
13021.0,3.0,17,4887.24,0
13022.0,429.0,1,65.3,1
13023.0,63.0,3,1449.03,0
13024.0,470.0,2,555.87,1
13025.0,731.0,1,323.39,1
13026.0,0.0,9,1733.08,0
13027.0,113.0,19,17335.2,0
13028.0,22.0,2,661.32,0
13029.0,30.0,5,1927.3,0
13030.0,10.0,2,1227.22,0
13031.0,406.0,5,3419.27,1
13032.0,51.0,9,2843.55,0
13033.0,356.0,2,220.55,1
13034.0,54.0,3,922.68,0
13035.0,73.0,3,1364.2,0
13036.0,684.0,1,307.1,1
13037.0,137.0,12,3914.95,0
13038.0,79.0,3,908.46,0
13039.0,583.0,4,1010.73,1
13040.0,8.0,2,676.99,0
13041.0,450.0,4,799.13,1
13042.0,597.0,3,1556.54,1
13043.0,272.0,1,516.42,1
13044.0,290.0,11,4853.9,1
13045.0,98.0,3,808.92,0
13046.0,30.0,3,949.25,0
13047.0,31.0,24,8795.16,0
13048.0,13.0,9,4084.21,0
13049.0,63.0,4,1408.24,0
13050.0,14.0,35,12344.53,0
13051.0,578.0,2,155.8,1
13052.0,211.0,7,3168.53,0
13053.0,621.0,1,127.65,1
13055.0,77.0,4,2321.11,0
13056.0,550.0,1,209.48,1
13057.0,529.0,3,722.09,1
13058.0,24.0,3,271.4,0
13059.0,249.0,10,2303.17,0
13060.0,253.0,1,307.53,1
13061.0,71.0,1,248.61,0
13062.0,190.0,1,346.98,0
13063.0,480.0,1,188.4,1
13064.0,12.0,6,1680.74,0
13065.0,372.0,5,1260.91,1
13066.0,23.0,2,470.8,0
13067.0,81.0,3,508.51,0
13068.0,9.0,2,344.0,0
13069.0,0.0,38,9683.13,0
13070.0,191.0,4,751.7,0
13071.0,611.0,1,129.22,1
13072.0,266.0,1,177.15,1
13073.0,410.0,2,418.08,1
13074.0,510.0,4,1378.74,1
13075.0,129.0,1,919.61,0
13076.0,457.0,1,135.4,1
13077.0,0.0,11,3064.67,0
13078.0,2.0,57,29532.45,0
13079.0,3.0,6,419.18,0
13080.0,178.0,4,280.73,0
13081.0,11.0,28,59205.15,0
13082.0,125.0,21,7335.75,0
13083.0,3.0,3,395.43,0
13084.0,491.0,1,122.4,1
13085.0,157.0,8,2433.28,0
13086.0,382.0,1,439.33,1
13087.0,725.0,1,313.64,1
13088.0,416.0,1,236.11,1
13089.0,2.0,203,116737.86,2
13090.0,8.0,24,14103.09,0
13091.0,27.0,3,2321.82,0
13092.0,70.0,12,2140.28,0
13093.0,275.0,55,54943.65,0
13094.0,20.0,13,2433.12,0
13095.0,70.0,1,74.4,0
13096.0,393.0,1,419.7,1
13097.0,32.0,28,13389.22,0
13098.0,0.0,28,28882.44,0
13099.0,98.0,1,207.36,0
13101.0,233.0,4,695.4,0
13102.0,0.0,37,11696.92,0
13103.0,39.0,3,709.64,0
13104.0,2.0,9,1709.1,0
13105.0,435.0,1,72.0,1
13106.0,132.0,2,603.46,0
13107.0,43.0,9,5253.07,0
13108.0,372.0,2,1098.52,1
13109.0,59.0,3,1134.03,0
13110.0,30.0,12,2957.47,0
13111.0,718.0,1,321.88,1
13112.0,540.0,1,20.6,1
13113.0,0.0,37,18625.73,0
13114.0,730.0,1,234.38,1
13115.0,11.0,10,5494.7,0
13116.0,137.0,1,501.14,0
13117.0,21.0,18,2643.81,0
13118.0,19.0,9,2415.41,0
13119.0,668.0,1,134.9,1
13120.0,238.0,1,30.6,0
13121.0,268.0,1,283.73,1
13122.0,93.0,2,922.39,0
13123.0,472.0,2,506.75,1
13124.0,89.0,4,4782.45,0
13125.0,523.0,1,158.57,1
13126.0,4.0,13,3998.25,0
13127.0,77.0,1,259.17,0
13128.0,630.0,1,263.5,1
13129.0,451.0,2,233.25,1
13130.0,93.0,1,64.0,0
13131.0,22.0,7,3313.77,0
13132.0,261.0,1,77.3,1
13133.0,273.0,3,200.45,1
13134.0,85.0,6,2475.23,0
13135.0,196.0,2,3371.45,0
13136.0,55.0,13,6274.56,0
13137.0,10.0,16,7712.7,0
13138.0,21.0,7,1467.24,0
13139.0,15.0,8,8202.98,0
13140.0,107.0,5,1215.68,0
13141.0,84.0,17,7668.58,0
13142.0,18.0,1,307.09,0
13143.0,584.0,1,405.1,1
13144.0,332.0,2,135.35,1
13145.0,39.0,7,1423.52,0
13146.0,25.0,1,228.91,0
